"",company_name,website,Email,phone_no_0,phone_no_1,phone_no_2,phone_no_3,phone_no_4,phone_no_5,phone_no_6,phone_no_7,phone_no_8,phone_no_9
454,Lucky Engineering (Pvt).Limited,http://www.luckybuilders1990.com/,luckybuilders1993@gmail.com,880255020362,8801312131458,8801580935369,"","","","","","",""
455,Luminous Design & Architecture Associates Limited,http://www.livousgroup.com/,design_luminous@yahoo.com,88028189363,88029672697,"","","","","","","",""
456,Luminous Housing Ltd.,"",luminoushousingltd@gmail.com,88028189363,"","","","","","","","",""
457,M. A. Wahab & Sons (Real Estate) Limited,http://www.chayakunjo.com/,chayakunja@dhaka.net,255049638,255049639,255049640,"","","","","","",""
458,M. Islam Foundation Ltd.,"",miflbd2010@gmail.com,880249350051,8802222227871,880258312443,"","","","","","",""
459,M.I.S Holdings Ltd.,http://www.misholdingsbd.com/,misholdingsltd@yahoo.com,8801877713003,8801713010265,"","","","","","","",""
460,Maati Properties Limited,http://www.maatiproperties.com/,info@maatiproperties.com,88029135648,"","","","","","","","",""
461,Madhu Millon Property Ltd.,"",mmproperty2004@gmail.com,88028932642,8960142,"","","","","","","",""
462,Madina Developments Limited,http://www.madinagroup.com.bd/,info@madinagroup.com.bd,9663327,9663538,9663658,"","","","","","",""
463,Magic-Bricks Holdings Ltd.,http://www.magicbricksholdings.com/,info@magicbricksholdings.com,241023634,"","","","","","","","",""
464,Mah Properties Ltd.,http://www.mahpropertiesltd.com/,info@mahpropertiesltd.com,880248318165,8801755226688,"","","","","","","",""
465,Mahanagar Property Development Ltd.,"",mpdl08@yahoo.com,2334451167,2334451169,8801977006604,"","","","","","",""
466,Mahim Builders & Construction Ltd.,http://www.mahimbuilders.com/,mahimbuilders@gmail.com,8801778117118,"","","","","","","","",""
467,Malum Housing Ltd.,http://www.malumgroup.com/,malumtradeint@yahoo.com,880258317958,"","","","","","","","",""
468,Mamsons International Limited,"",uccbd@yahoo.com,88029893636,8811340,9860358,"","","","","","",""
469,Manama Developments Limited,http://www.manamadevelopments.com/,info@manamadevelopments.com,8809613626262,"","","","","","","","",""
470,Manha-Odita Builders Ltd.,"",mozammalfeni237@gmail.com,8801975803535,"","","","","","","","",""
471,Mark Builders Limited.,http://www.markbuildersbd.com/,mamin.mbl@gmail.com,"","","","","","","","","",""
472,Maruf Properties Ltd.,"",marufpropertiesltd@gmail.com,880247120441,"","","","","","","","",""
473,Marz Engineers & Builders Ltd.,http://www.marzbd.com/,marzbd@yahoo.com,41080592,41080595,8801713031930,"","","","","","",""
474,Masrur Holdings Ltd.,"",masrurholdingsltd@gmail.com,8802551288278,"","","","","","","","",""
475,Master Builder Ltd.,http://www.masterbuilderbd.com/,info@masterbuilderbd.com,88028713514,"","","","","","","","",""
476,Max Building Technologies Ltd.,http://www.maxbtl.com/,"",8802222286245,8802222281568,"","","","","","","",""
477,Maxell Real Estate Ltd.,http://www.maxellestate.com/,maxell_1993@yahoo.com,8801672862077,"","","","","","","","",""
478,Maxwell Homes & Properties Ltd,http://www.maxwellbd.com/,info@maxwellbd.com,2222227030,8801711050742,"","","","","","","",""
479,MBK Builders Ltd.,"",mkbbuildersltd@yahoo.com,88028931155,8801731797480,"","","","","","","",""
480,Medha Construction & Developers Ltd.,http://www.medhacdl.com/,medha@medhacdl.com,88027275265,"","","","","","","","",""
481,Medini Builders Limited,"",medinibuilders@yahoo.com,88029351021,88017303257578,"","","","","","","",""
482,Medini Homes Limited,http://www.medinihomes.com/,jakariamedini@gmail.com,8801796588388,"","","","","","","","",""
483,Mega Builders Limited,http://www.megabuilders.com.bd/,megabuilderslimited07@gmail.com,"","","","","","","","","",""
484,Meghna Properties Ltd.,https://www.mgi.org/,info@mgi.org,8801313713674,"","","","","","","","",""
485,Meherpur Builders Ltd,"",meherpurbuilders@gmail.com,8801712586741,"","","","","","","","",""
486,Mehraaj Architectural Construction Ltd.,"",marcbd17@gmail.com,8801707072444,"","","","","","","","",""
487,Metro Homes Limited,http://www.metrohomesbd.com/,info@metrohomesbd.com,88028124093,8142706,9120496,"","","","","","",""
488,Metro Properties Ltd.,http://www.metropropertiesbd.com/,info@metropropertiesbd.com,88029896060,8816853,"","","","","","","",""
489,MG Properties Limited,http://www.mohammadgroup.com/,mgpl@mohammadgroup.com,88028952704,"","","","","","","","",""
490,MHB Properties Ltd.,"",mhbproperties@gmail.com,8801711379656,8801886379656,"","","","","","","",""
491,MHM Properties Ltd.,http://www.mhmpropertiesltd.com/,info@mhmpropertiesltd.com,8801730097575,"","","","","","","","",""
492,Mihi International Ltd.,"",mihiinternationalltd@yahoo.com,88029557496,"","","","","","","","",""
493,Minar Housing Ltd.,http://www.minarhousingltd.com/,info@minarhousingltd.com,880257393413,8801712039661,8801972039661,8801915398945,"","","","","",""
494,Ministop Holdings Ltd.,"",ministop_holdings@yahoo.com,9112173,8801914499055,"","","","","","","",""
495,Mir Real Estate Limited,"",naba.zaheer@gmail.com,8801313463333,"","","","","","","","",""
496,Mirror Development Ltd.,http://www.mirrordevelopmentltd.com/,mirrorgroup1969@gmail.com,880283336634,"","","","","","","","",""
497,Misuk Holdings Ltd,"",misukconstruction@gmail.com,880312527801,"","","","","","","","",""
498,Mitu Properties Limited,http://www.mituproerties.com/,mituproperties.ltd@gmail.com,"",8801885550283,8801763080999,"","","","","","",""
499,Modern Concept And Technologies Ltd.,http://www.mctlbd.com/,mctlbd@gmail.com,8801711809777,"","","","","","","","",""
500,Modina Holdings Limited,http://www.modinahlbd.com/,modinahlbd@gmail.com,248033918,"","","","","","","","",""
501,Mohal Properties Ltd.,http://www.mohalproperties.com/,mohal_properties@yahoo.com,8801936100011,"","","","","","","","",""
502,Mohammadi Developers Ltd.,http://www.mohammadi-group.com/,amin@mohammadi-group.com,88029113137,"","","","","","","","",""
503,Mohammadi Homes Limited,http://www.mohammadi-group.com/,homes@mohammadi-group.com,8802955942829,9562357,"","","","","","","",""
504,Mohammadi Real Estate Ltd.,http://www.mrlbd.com/,emran.mrl@gmail.com,8801712146477,8801680615990,"","","","","","","",""
505,Mohona Construction & Housing Consultancy Ltd.,http://www.mohonahousing.com/,mchcl.bd@gmail.com,8802589964428,8801730854710,"","","","","","","",""
506,Mohona Developments Ltd.,http://www.mohonadevelopments.com/,mohonadevelopment@gmail.com,88029120206,8801992230662,8801992230663,"","","","","","",""
507,Momen Real Estates Limited,http://www.momen.com.bd/,info@momen.com.bd,880241080681,8801817041845,"","","","","","","",""
508,Momota Companies Limited,http://www.momotacompanieslimited.com/,momotacompaniesltd@gmail.com,8801712286094,8801723314636,"","","","","","","",""
509,Monico Limited,http://www.monicoltd.com/,info@monicoltd.com,48117258,48122107,8801713312178,"","","","","","",""
510,Monihar Builders Ltd.,http://www.monihargroup.com/,moniharbuildersltd@gmail.com,8801678849505,8801623666000,"","","","","","","",""
511,Monihar Developers Limited,http://www.monihargroup.com/,monihardevelopersltd67@gmail.com,8801971547289,8801711547289,"","","","","","","",""
512,Monjil Housing & Development Ltd.,"",monjilhousing11@gmail.com,8801824667441,8801673167399,"","","","","","","",""
513,Monopoly Holdings Limited,http://www.facebook.com.mpolybd/,mpolybd@gmail.com,8801404099960,8801712153356,8801404099951,"","","","","","",""
514,Moon Bangladesh Ltd.,http://www.moongroupindsltd.com/,sales@moongroupindsltd.com,88029014294,9011462,9009153,8061756,8061738,"","","","",""
515,Moonstone Properties & Holdings Ltd.,http://www.moonstone.com.bd/,moon.stone48@yahoo.com,258815235,2222296037,58815217,8801752560725,"","","","","",""
516,Motobi Properties Ltd.,http://www.motobi.com.bd/,enayet_motobi@yahoo.com,8801713236164,8801911531015,241080644,"","","","","","",""
517,Moulovi Real Estate & Construction Ltd.,https://www.moulovirealestate.com/,moulovirealestate@gmail.com,88029338968,48314247,8801711810544,"","","","","","",""
518,Moyen Real Estate Limited,http://www.moyenrealestate.com.bd/,moyenrealestateltd@gmail.com,"","","","","","","","","",""
519,Mridul Real Estate Ltd.,http://www.mridulrealestate.com/,delwor@mridulrealestate.com,88028750866,8801822871739,"","","","","","","",""
520,Multiplan Development Ltd.,http://www.multiplandev.net/,multidev2006@gmail.com,880291447313,"","","","","","","","",""
521,Multiplan Limited,http://www.multiplan.com.bd/,info@multiplan.com.bd,88029674220,9675798,9641326,"","","","","","",""
522,Muntasir Living Ltd.,"",muntasirliving@yahoo.com,8802333352161,"","","","","","","","",""
523,Mutual Property Limited,http://www.mutual-property.com/,mutualpl@yahoo.com,8801766679431,8801766679430,"","","","","","","",""
524,Mysha Properties Ltd.,http://www.myshapropertiesltd.com/,zahid@myshaproperties.com,880255059951,55059964,55059967,9888337,9094082,"","","","",""
525,N N Builders Ltd .,"",nnbuildersltd@gmail.com,8802551112012,"","","","","","","","",""
526,Nabo Uddoge limited,"",nagardev@bijoy.net,88028315990,88029114658,9114662,9115423,"","","","","",""
527,Nagar Builders Ltd.,http://www.nagarhomes.com/,nagargroup16@gmail.com,"","","","","","","","","",""
528,Nagar Developments Ltd.,http://www.nagardevelopmentsltd.com/,nagardevelopmentltd@gmail.com,2224458127,2223341094,2223341095,8801944315891,"","","","","",""
529,Nagar Holdings Limited,http://www.nagarholdings.com/,info@nagarholdings.com,880255008684,880255008685,"","","","","","","",""
530,Nagar Homes Ltd.,http://www.nagarhomes.com/,nagargroup16@gmail.com,"","","","","","","","","",""
531,Nandan Kanon Housing Ltd.,http://www.nandankanon.com/,nandankanon@gmail.com,8802883386971,"","","","","","","","",""
532,Nandan Kanon Properties Ltd.,http://www.nandankanon.com/,nandan@onenetbd.com,88029551008,9889164,9882188,"","","","","","",""
533,Nandanik Developers & Construction Ltd.,http://www.nandaniki-bd.com/,nandonikbuilders@gmail.com,8801678037161,8801711666157,"","","","","","","",""
534,Napier Homes Ltd.,http://www.napierhomesltd.com/,napierhomes_information@yahoo.com,9111024,9111253,8801726210390,8801671112345,"","","","","",""
535,Nassa Design & Development Ltd.,http://www.nddlbd.net/,info@nddlbd.net,88029885099,8801729298964,"","","","","","","",""
536,Nassa Holdings Limited,http://www.nhlbd.org/,info@nhlbd.org,88029883972,9885099,8801729242533,"","","","","","",""
537,Nassa Real Estate Ltd.,http://www.nassagroup.com/,nassa@nassagroup.org,88324007,"","","","","","","","",""
538,Natural Real Estate Ltd.,"",naturalrelbd@yahoo.com,88027162851,8801713453024,8801911341072,"","","","","","",""
539,Navana Real Estate Ltd.,http://www.navana-realstate.com/,shoubro@navana.com,880258815305,"","","","","","","","",""
540,Nawal Construction Ltd.,http://www.nawalconstruction.com/,nawalcon@gmail.com,88029339526,8817729,"","","","","","","",""
541,Nawar Properties Ltd.,http://www.nplbd.net/,nawarpropertiesltd@gmail.com,88028417480,88028417624,"","","","","","","",""
542,Needs Engineers & Development Ltd.,http://www.bnfbd.org/,kamalorj@gmail.com,880251052465,"","","","","","","","",""
543,Needs Properties Ltd.,http://www.nplbd.com/,npl_97@yahoo.com,29004684,"","","","","","","","",""
544,Neer Estate Limited,"",neerestate@yahoo.com,8801624383854,8801552433022,"","","","","","","",""
545,Neer Ltd.,http://www.neer-bangla.com/,neerbangla@yahoo.com,880248032768,880248032769,"","","","","","","",""
546,Neptune Land Development Ltd.,http://www.unitedcity.com.bd/,unitedcity@united.com.bd,8855052000,9666700900,"","","","","","","",""
547,Nest Care Architecture Limited,http://www.nestcare.com/,admin@nestcare.com,88028331219,8332241,"","","","","","","",""
548,Nest Landmark Ltd.,http://www.nestlandmark.com/,nestlandmark@gmail.com,8801781972991,"","","","","","","","",""
549,New Dhaka Alliance Ltd.,http://www.newdhakacity.com.bd/,info@newdhakacity.com.bd,88028391363,8391375,"","","","","","","",""
550,New Homes Developer Co. Ltd.,"",nhdcl@yahoo.com,8801819216010,2224470492,"","","","","","","",""
551,New Vision Landmark Ltd.,http://www.newvision.com.bd/,monir@newvision.com.bd,88028392041,222221593,8801612211848,"","","","","","",""
552,Newton One Capita Limited,http://www.capitagroupbd.com/,mkhan@capitagroupbd.com,8809639009009,8801711868149,"","","","","","","",""
553,Nibash Properties Ltd.,http://www.nibashpro.com/,info@nibashpro.com,88029882790,8801730065612,8801730065613,"","","","","","",""
554,Nibras Properties Ltd.,http://www.nibrasproperties.com/,nibras.pro@gmail.com,28399637,"","","","","","","","",""
555,Nina Holdings Limited,http://www.ninaholdings.com/,nhl@epylliongroup.com,88029006028,"","","","","","","","",""
556,Nirapad Real Estate & Development Ltd.,http://www.nirapad.net/,nirapadrealestate2003@gmail.com,8801619218890,8801919218890,"","","","","","","",""
557,Nirban Real Estate Limited,http://www.nirbanrealestate.biz/,nirban_realstate@yahoo.com,88028191156,8801819296225,9612615,9612628,"","","","","",""
558,Nirman Builders And Developers Ltd.,http://www.nirmaninternational.com/,nirman@agni.com,88029855453,9842812,9843046,"","","","","","",""
559,Nodi Bangla Construction Ltd.,http://www.nodibangla.com/,nodibangla@gmail.com,29451648,8801713562042,"","","","","","","",""
560,Nokshikola Properties Ltd,"",nokshikolaproperties@gmail.com,55103300,880248111119,"","","","","","","",""
561,Noor Unique Builders Ltd.,"",nooruniquebuilders@gmail.com,8801755673678,8801730218821,"","","","","","","",""
562,North South Builders (Pvt.) Limited,"",nsbuildasltd@yahoo.com,88028815725,"","","","","","","","",""
563,North South Housing (Pvt.) Ltd.,http://www.northsouthhousing.com/,nshpl@northsouthhousingbd.com,88028411315,8801711525131,8410959,8410960,"","","","","",""
564,Northern Foundation Ltd.,http://www.nflbd.org/,mkt@nflbd.org,2222284489,222262478,"","","","","","","",""
565,Nova Holdings Ltd.,http://www.novabd.com/,nova@novabd.com,28001044,8801916708038,"","","","","","","",""
566,NSB Real Estate (Pvt.) Ltd.,http://www.nsbrealestatebd.com/,nsbrealestatepvtltd@gmail.com,248039716,8801755619552,8801732858787,8801713069142,"","","","","",""
567,Nur Technologies Ltd.,http://www.ntlbd.com/,ntl.alinur@gmail.com,8801714096269,8801714758401,"","","","","","","",""
568,Nusrat Development Co. (Pvt.) Limited,http://www.nusratdevelopment.com/,info@nusratdevelopment.com,31611397,8801818134016,8801919134016,"","","","","","",""
569,O. K. Properties Limited,http://www.okpropertieslimited.com/,okpropertieslimited@yahoo.com,88029888633,9884424,9884968,"","","","","","",""
570,Office & Home Solutions (Pvt.) Limited,http://www.ohs.bd.com/,info@ohs-bd.com,588152223,5881708694,"","","","","","","",""
571,Oishi Properties Ltd.,"",ayub1957@gmail.com,9347524,8801915412309,8801839025415,8801956677819,"","","","","",""
572,On-Line Properties Ltd.,http://www.onlinegroupbd.com/,odlbd1@yahoo.com,94123781,8141119,9103469,9103468,"","","","","",""
573,Onward Developers Ltd.,http://www.onwarddevelopers.com/,onwardbd@gmail.com,880248035788,248035799,8801715607089,"","","","","","",""
574,Onward Estate & Development OPC,http://www.onwarddevelopers.com/,onwardbd@gmail.com,880248035788,248035799,8801715607089,"","","","","","",""
575,Ope Properties Ltd.,"",ope.properties@gmail.com,8801817047117,"","","","","","","","",""
576,Orchard Consultants Ltd.,"",orchardconsultants@gmail.com,88028156320,58156320,58152637,58156997,"","","","","",""
577,Orchard Developers & Construction Ltd.,http://www.odc.com.bd/,gulfbd@dhaka.net,88024831890102,8801819245113,"","","","","","","",""
578,Orchid Properties Ltd.,http://www.oplbd.com/,info@oplbd.com,9334019,8399166,8399160,880171164273,"","","","","",""
579,Organ Developments Ltd.,http://www.organ.com.bd/,organproltd@gmail.com,880258813770,58813873,58814205,"","","","","","",""
580,Oriental Real Estate Ltd.,http://www.orientalgroupbd.com/,info@orientalgroupbd.com,"",8801711526076,"","","","","","","",""
581,Orion Builders Ltd.,http://www.bestmarkgroupbd.com/,bestmarkgroupbd@gmail.com,24881437275,8801711521158,"","","","","","","",""
582,Oxford Development Ltd.,http://www.odl-bd.com/,"",880255035182,55035183,"","","","","","","",""
583,Pacific Real Estate Ltd.,http://www.ashiyangroup.com/,info@ashiyan-city.com,0255051720 26,55051730,"","","","","","","",""
584,Padma Homes Ltd.,http://www.padmahomesbd.com/,padmahomesltd@gmail.com,8801711330299,8801710996044,"","","","","","","",""
585,Palli Properties Pte. Limited,http://www.palliporperties.com/,hradmin@palliproperties.com,88028932746,"","","","","","","","",""
586,Paradise Development & Constructions Ltd.,http://www.pdclbd.com/,alaminpdcl@gmail.com,8801552375729,58312443,22227871,49350112,"","","","","",""
587,Paramount Holdings Limited,http://www.paramountgroupbd.com/,investorrelationship@paramountgroupbd.com,"",55049839,"","","","","","","",""
588,Partex Builders Limited,http://www.partexbuilders.com/,pbl@psgbd.com,961273745,"","","","","","","","",""
589,Partex Properties Ltd,"",propertied@partex.net,8822888,"","","","","","","","",""
590,Parvin Properties & Technologies Ltd.,"",pptlbd@yahoo.com,88028124972,"","","","","","","","",""
591,Pearl Homes Ltd.,"",pearlhomeslimited@gmail.com,8801765575594,8801840222284,"","","","","","","",""
592,Pelican Properties Ltd.,http://www.phpfamily.co/,parvez@phpfamily.co,8803163231621,"","","","","","","","",""
593,Perfect Holdings Limited,"",phl.perfect@gmail.com,88028153841,8144228,"","","","","","","",""
594,Perpetual Properties Ltd.,"",ppl.dhk@gmail.com,88028059961,900861112,"","","","","","","",""
595,Pile Point Properties Ltd.,http://www.pilebd.com/,pilebd@gmail.com,880258156239,"","","","","","","","",""
596,Pinaki Holdings Limited,http://www.pinakiholdings.com/,info@pinakiholdings.com,88028931998,88028931495,"","","","","","","",""
597,Pixel Homes Ltd.,"",pixelhomesltd@yahoo.com,88028626497,"","","","","","","","",""
598,Pixel Properties Limited,http://www.pixelbd.com/,info@pixelbd.com,88029671025,8801750333333,8651108,8801714001305,"","","","","",""
599,Platinum Holdings Ltd.,http://www.platinumgroup.com.bd/,nizam@platinumgroup.com.bd,9639100400,2222260752,2222260753,2222260754,"","","","","",""
600,Plus Properties Limited,"",ppl.ttm2000@gmail.com,8801552542256,8801704993583,"","","","","","","",""
601,Prachir Developments Ltd.,http://www.prachir.com/,prachirbd@gmail.com,88029132320,8801886898083,8801917278332,"","","","","","",""
602,Prakalpa Kaushali Ltd.,"",hrishikesh.chowdhury@yahoo.com,8801971760320,8801711760320,"","","","","","","",""
603,Prantik Design & Development Ltd.,http://www.prantikbd.com/,info@prantik.com,88029142792,9143520,8801730312570,"","","","","","",""
604,Prantik Properties Ltd.,http://www.prantikbd.com/,prantik.properties@gmail.com,8801711112190,8801552329832,8801718483340,"","","","","","",""
605,Premier Housing & Developments Ltd.,http://www.premierhousingbd.com/,premier.housing95@gmail.com,8801911354745,8801730312577,8801730312578,8801730312579,"","","","","",""
606,Premier Property Development Co Ltd,"",pdcl.bd@gmail.com,8802222274818,2222274835,"","","","","","","",""
607,Premium Properties Ltd.,http://www.premiumgroupbd.com/,premiumpropertiesltd@yahoo.com,88028391713,88028391714,8391363,8391375,"","","","","",""
608,Pretty Homes & Technology Private Limited,http://www.prettyhomesbd.com/,phtprivateltd@gmail.com,88029632200,"","","","","","","","",""
609,Prime Asset Development Ltd.,http://www.primeassetdl.com/,primeasset9876@gmail.com,8801933339481,8801933339565,"","","","","","","",""
610,Prime Asset Ltd.,http://www.primeasset.com.bd/,primeassetltd@gmail.com,241355052,8801716665537,"","","","","","","",""
611,Primus Real Estate Limited,http://www.primusrealestatebd.com/,primusbd2009@gmail.com,8802226600104,8801612845473,8801712845473,"","","","","","",""
612,Principal Development Ltd,http://www.principalgroupbd.com/,info@principalgroupbd.com,8809611900270,"","","","","","","","",""
613,Prism Properties Ltd.,http://www.prismpropertiesltd.com/,info@prismpropertiesltd.com,88029515645,8801886817273,"","","","","","","",""
614,Priyanka Trading Ltd.,"",priyanka@citechco.net,88028932306,8801715229701,8801770506270,"","","","","","",""
615,Probashi Bangla Development Limited,http://www.probashibangla.xyz/,probashibangla@yahoo.com,2222242710,8801999373737,"","","","","","","",""
616,Profile Holdings Ltd.,http://www.profilebd.com/,profileholdings@yahoo.com,88027122909,"","","","","","","","",""
617,Progati Holdings Limited,"",md.phl@live.com,8801819212458,"","","","","","","","",""
618,Progress Holding Ltd.,http://www.progressgroupbd.com/,info.progressgroup@gmail.com,880258610236,880258616313,"","","","","","","",""
619,Property Development Ltd.,http://www.pranfoods.net/,crn@prangroup.com,88029881792,9883746,"","","","","","","",""
620,Prossimo Developments Ltd.,http://www.prossimobd.com/,info@prossimobd.com,9601100111,9601100222,"","","","","","","",""
621,Protik Developers Limited,http://www.protikgroup.com/,info@protikgroup.com,880248812558,880248812559,"","","","","","","",""
622,Prototype Properties Ltd.,http://www.pplbd.org/,monirkhanism@yahoo.com,8801759784198,"","","","","","","","",""
623,Purbachal Probashi Palli Limited,http://www.purbachalprobashipalli.com/,info@probashipalli.com,88028859616,"","","","","","","","",""
624,Putul Properties Ltd.,http://www.pplbd.com/,putulpro@gmail.com,88028401280,"","","","","","","","",""
625,Quantum Real Estate Ltd.,"",quantum.qre02@gmail.com,8801741127408,"","","","","","","","",""
626,Rabab Holdings Limited,http://www.rababholdings.com/,baten@rababholdings.com,8802222281735,8802222281778,8802222281113,"","","","","","",""
627,Rabita Holdings Ltd.,"",shahadat.khan.b@gmail.com,8801711532187,8801552399755,"","","","","","","",""
628,Radix Design and Development Ltd.,http://www.radixdd.com/,info@radixdd.com,2333337068,"","","","","","","","",""
629,Rahat Properties And Developer Co. Ltd.,http://www.rpdcl.com/,rahat.properties@gmail.com,88031716419,726221,"","","","","","","",""
630,Rahat Real Estate & Construction Ltd.,http://www.rahatrealestate.com/,rrcbta@gmail.com,9821569,9821570,8801733200776,"","","","","","",""
631,Rahmania Housing Development Limited,http://www.rahmaniagroup.com/,housing@rahmaniagroup.com,"","","","","","","","","",""
632,Rainbow Development & Construction Ltd.,http://www.rainbowdevelopments.com/,rainbowdevelopmentltd@gmail.com,8158288,9111612,9102801,8801978095255,"","","","","",""
633,Raja Holdings Limited,"",rajaholdings@gmail.com,29675802,"","","","","","","","",""
634,Rajbari Builders Ltd.,http://www.rajbaribuilders.com/,rajbaribuilders.15@gmail.com,8801780002266,"","","","","","","","",""
635,Rajbari Holdings Ltd.,http://www.rajbariholdings.com/,kamrul.gdl@gmail.com,8801770006666,"","","","","","","","",""
636,Rakeen Development Company (BD) Ltd.,http://www.rakeenbd.com/,info@rakeenbd.com,8801977799100,8801977799200,8801977799300,"","","","","","",""
637,RAMS Builders Limited,http://www.ramsbd.com/,ramsbuilders2023@yahoo.com,880248116181,248111797,258151092,8801713033603,"","","","","",""
638,Rana Properties And Developers Limited.,http://www.ranagroup.com/,ranaproperties@yahoo.com,88073163908,"","","","","","","","",""
639,Rancon Developments Limited,https://www.rancondevelopments.com/,info@rancondevelopments.com,8809678180180,"","","","","","","","",""
640,Rangs Properties Ltd.,http://www.rangsproperties.com/,rasidul@rangsproperties.com.bd,8801329702929,"","","","","","","","",""
641,Ranks FC Properties Limited,http://www.ranconfc.com/,info@ranconfc.com.bd,333312023,3333199068,8801713187365,"","","","","","",""
642,Rans Real Estate Limited,http://www.ransrealestate.com/,info@ransrealestate.com,8714800,8714801,8714802,"","","","","","",""
643,Rasa Construction & Development Ltd.,"",engrrozy@yahoo.com,88028962792,"","","","","","","","",""
644,Rasa Developer Ltd.,http://www.rasaconstruction.bd.com/,"",88028962792,"","","","","","","","",""
645,Rashid Developers Ltd.,"",abmahamood2004@yahoo.com,88028932948,"","","","","","","","",""
646,Rawsun Development Ltd.,"",ummejahanarju1983@gmail.com,8801933415922,8801914400777,"","","","","","","",""
647,RC Property Development Ltd.,https://www.rcgcbd.com/,realcapitagroup@gmail.com,2226600699,"","","","","","","","",""
648,RCC Builders Ltd.,"","",88029137954,8801711016033,"","","","","","","",""
649,Real Assets Limited.,http://www.realassetsltd.com/,realgroupbd@ymail.com,88022226639549,8801711617753,8801971617753,"","","","","","",""
650,Real Dream Development Ltd.,"",rddlltd@yahoo.com,8801711239122,8801716113682,"","","","","","","",""
651,Realta Homes and Apartments Ltd.,"","",880248120641,880248112415,880248117773,"","","","","","",""
652,Redstone Holdings Ltd.,"",redstoneholdingsltd@gmail.com,88029859946,8801819285123,8801687051806,9348937,"","","","","",""
653,Regent Design & Development Ltd,http://www.rddl.regentgroup.com.bd/,regentgroup1981@gmail.com,8802222294584,8802222274414,8801626443233,"","","","","","",""
654,Regent Holdings Development Ltd.,http://www.regenttown.com/,info@regenttown.com,8802222260198,8801811443614,"","","","","","","",""
655,Relax Real Estate (Pvt.) Ltd.,"",relaxrealestatepvtltd@yahoo.com,8802764427,7644248,"","","","","","","",""
656,Reliance Development Associates Ltd.,http://www.reliancegroupbd.com/,rdalbd@yahoo.com,88027111533,"","","","","","","","",""
657,Reliance Holdings Ltd.,http://www.relianceholdingsltd.com/,admin@relianceholdingsltd.com,88028419981,88028419982,8801711560346,"","","","","","",""
658,Renaissance Development Limited,"","",88029122678,"","","","","","","","",""
659,Resalah Properties & Design Technology Ltd.,http://www.dhconsortium.com/,resalahpdtl@gmail.com,28391451,8801814499656,"","","","","","","",""
660,Resort Development & Services Limited,http://www.resortbd.com/,resort_dsl@yahoo.com,2333354185,2333354186,2333351893,"","","","","","",""
661,Resource Development (Pvt.) Ltd.,http://www.resourcedeve.com/,resourcedeve@gmail.com,88027217747,7217749,"","","","","","","",""
662,Resource Real Estate Ltd.,http://www.resource-bd.net/,resourcerealestat@gmail.com,8801715355665,8801959996613,"","","","","","","",""
663,Reya Builders Limited,http://www.reyabuilders.com/,reyabuilders@gmail.com,88029662674,9611785,"","","","","","","",""
664,RF Builders Limited,http://www.rfbuildersltd.com/,rfbuildersctg21@gmail.com,8801919335502,8801975335509,8801819325709,"","","","","","",""
665,Rhine Builders (Pvt.) Ltd.,"",rhinebpl@gmail.com,88027394160,8801711523784,"","","","","","","",""
666,Richmond Developers Limited,http://www.richmonddevelopers.com/,info@richmonddevelopers.com,29821812,"","","","","","","","",""
667,Rid Holdings Ltd.,http://www.ridbd.com/,ridctg@gmail.com,+2333369200,2333365222,"","","","","","","",""
668,Ridge Park Condominiums Ltd.,http://www.ridge-park.net/,badrulbdc@gmail.com,2222281092,8801748188170,"","","","","","","",""
669,Ridge Park Holdings Ltd.,http://www.ridge-park.net/,badrulbdc@gmail.com,2222281092,8801748188170,"","","","","","","",""
670,Rightway Property & Developer Ltd.,https://www.rightwaygroupbd.com/,sales@rightwaygroupbd.com,88028953730,"","","","","","","","",""
671,Rime Real Estate & Housing Ltd.,http://www.rimerealestate.com/,realestate.rime@gmail.com,88027912257,7911656,"","","","","","","",""
672,Rimex Builders Limited,"",info@rimexltd.com,8144554,9120064,9129492,"","","","","","",""
673,Ring Tech Properties Limited,http://www.ringtechbd.com/,info@ringtechbd.com,88029120375,"","","","","","","","",""
674,RockVill Construction and Developments Ltd.,"",rockvillengbd@gmail.com,88028712216,8814539,"","","","","","","",""
675,Roots Developments Ltd.,http://www.rootsdevelopment.com/,rootdevltd@gmail.com,88029125561,9125870,8801911215555,8801711136448,"","","","","",""
676,Royal Abasan Limited,"",royal-abasan@yahoo.com,88029139272,"","","","","","","","",""
677,Royal Homes Limited,http://www.royalhomesltd.com/,info@royalhomesltd.com,821811709,"","","","","","","","",""
678,Royal Housing Limited,http://www.royalhousingltd.com/,royalhousinglimited@gmail.com,8801842991450,"","","","","","","","",""
679,RSB Properties Ltd .,"",rsbplbd@yahoo.com,8802223362576,8801713040969,"","","","","","","",""
680,Runner Properties Limited,http://www.runnerbd.com/,rpl@runnergroup.org,8826326,8826512,"","","","","","","",""
681,Rupantor Limited,http://www.rupantorbd.net/,tobarok@rupantorbd.net,880248952276,880248951201,8801713221471,8801713221546,"","","","","",""
682,Rupayan Housing Estate Limited,http://www.rupayan.com/,rupayan@onenetbd.com,88028822526,"","","","","","","","",""
683,Rupayan Real Estate Limited,http://www.rupayan.com/,rupayan@onenetbd.com,88028822526,"","","","","","","","",""
