Company Name,Address,links,links-href,Number ,Number1,Number2,Number3,Number4,Cell No,Telephone No
Rangpur Foundry Ltd.,"PRAN Centre, Ga-105/1, Middle Badda, Dhaka-1212",RANFOUNDRY,https://dsebd.org/displayCompany.php?name=RANFOUNDRY,9881792 Ext-230,,,,,+88 01769 696 200,"9881792, Ext-430"
RAK Ceramics (Bangladesh) Limited,"RAK Tower (7th, 8th, & 9th Floor), Plot # 1/A, Sector # 3, Jasimuddin Avenue, Uttara Model Town, Dhaka - 1230",RAKCERAMIC,https://dsebd.org/displayCompany.php?name=RAKCERAMIC,-58956515, +8802-58952303 Ext. 146-149,,,,+88 01713 240 021,"+880258957393, +880258952303 Ext. 112"
Rahim Textile Mills PLC.,"Tower 117, 117/A, Tejgaon Industrial Area, Dhaka",RAHIMTEXT,https://dsebd.org/displayCompany.php?name=RAHIMTEXT,8.80961E+12, +880-2-8878062, +880-2-8878065,,,+88 01709 998 863,"+8809612111177-92 Ext.-185, +880-2-8878062, +880-2-8878065"
Rahima Food Corporation Limited,"Uttar Rupshi, Rupgonj, Narayangonj, 1460",RAHIMAFOOD,https://dsebd.org/displayCompany.php?name=RAHIMAFOOD,961161 24/41,47441255,,,,+88 01716 336 319,
Queen South Textile Mills Limited,"Plot No. 85-88, Extension Area, DEPZ, Savar, Dhaka-1349",QUEENSOUTH,https://dsebd.org/displayCompany.php?name=QUEENSOUTH,8.81E+12,,,,,+88 1730 027 955,+8809617775555-Ext 8039
Quasem Industries Ltd.,"Icon Centre (4th, 6th & 9th Floor), 57/4, Progati Sarani, North Baridhara, Dhaka-1212",QUASEMIND,https://dsebd.org/displayCompany.php?name=QUASEMIND,1914900046, '09612007700,,,,+88 01313 009 844,09612007700 EXTN:608
Purabi Gen. Insurance Company Ltd.,"Sandhani Life Tower (2nd Floor), 34 Banglamotor, Dhaka-1000.",PURABIGEN,https://dsebd.org/displayCompany.php?name=PURABIGEN,55168145,,,,,+88 01841-777999,55168145
Pubali Bank PLC.,"Pubali Bank Bhaban, 26, Dilkusha C/A, Dhaka - 1000",PUBALIBANK,https://dsebd.org/displayCompany.php?name=PUBALIBANK,8.80222E+12, Ext.-227, Mobile:01711406141,8.80961E+12,,+88 01713 367 599,"+88-02223381614 Ext.-311, +8809612821611"
Paramount Textile PLC.,"House No.22, (Level 2, 5-7) Road No. 113/A, Gulshan 2, Dhaka 1212",PTL,https://dsebd.org/displayCompany.php?name=PTL,0088-02- 55049833-37 & 39 , '0088-02-55049841, 0170-9631430,,,+88 01713 236 107,0088-02- 55049833-37 & 39 (366)
Provati Insurance Company Limited,"107, Motijheel, Khan Mension, Motijheel, Dhaka-1000",PROVATIINS,https://dsebd.org/displayCompany.php?name=PROVATIINS,2223381431,,,,,1730029458,"02223381431, Ext-146, 131"
Progressive Life Insurance Co. Ltd.,"National Scout Bhaban (6th,7th & 8th Floor) 60, Anjuman Mufidul Islam Road, Kakrail, Dhaka 1000",PROGRESLIF,https://dsebd.org/displayCompany.php?name=PROGRESLIF,880-2-9341277,9350301,8322094,9348530, Mobile: 01713 430000,+88 01713-361160,
Prime Textile Spinning Mills Limited,"Sena Kalyan Bhaban (8th Floor), 195, Motijheel C/A, Ddaka-1000",PRIMETEX,https://dsebd.org/displayCompany.php?name=PRIMETEX,9564851-2,9564856,,,,+88 01912 129 467,"9564851-2, 9564856 Ext. - 124"
Prime Islami Life Insurance Ltd.,"Gause Pak Bhaban (13th Floor) 28/G/1, Toyanbee Circular road, Motijheel C/A, Dhaka-1000",PRIMELIFE,https://dsebd.org/displayCompany.php?name=PRIMELIFE,41070180,41070181,41070182,41070183,,+88 01707 213 979,41070180-83 (Ext. 433)
Prime Insurance Company Ltd.,"Unique Heights (9th Floor), 117, Kazi Nazrul Islam Avenue, Dhaka- 1000",PRIMEINSUR,https://dsebd.org/displayCompany.php?name=PRIMEINSUR,-55129919,,,,,+88 01716 016 561,+8802-55138659-62 Ext: 336
Prime Finance & Investment Ltd.,"PFI Tower, (5th & 6th Floor), 56-57, Dilkusha Commercial Area, Dhaka-1000",PRIMEFIN,https://dsebd.org/displayCompany.php?name=PRIMEFIN,88-02-47112457,,,,,+88 01755 543 413,88-02-47112457 (Ext-106)
Prime Bank PLC.,"Simple Tree, Anarkali (8th floor), 89, Gulshan Avenue, Dhaka-1212                                               Share Office: Adamjhee Court, Annex Building- 2 (2nd floor), 119-120, Motijheel",PRIMEBANK,https://dsebd.org/displayCompany.php?name=PRIMEBANK,(8802) 55068684, 88-02-9567265 Ext-261,235,,,+880 1611027910,+8802 9513229
Prime Bank 1st ICB AMCL Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",PRIME1ICBA,https://dsebd.org/displayCompany.php?name=PRIME1ICBA,1970973681,,,,,+88 01970973654,88028300401
Premier Leasing & Finance Limited,"Happy Rahman Plaza (5th Floor), 25-27 Kazi Nazrul Islam Avenue, Banglamotor Crossing, Dhaka-1000",PREMIERLEA,https://dsebd.org/displayCompany.php?name=PREMIERLEA,-9707836146,,,,,+88 01818 618 990,+880-2-09666777880 Ext-2031
Premier Cement Mills PLC,"T.K. BHABAN (12th floor), 13, Kawran Bazar, Dhaka - 1215",PREMIERCEM,https://dsebd.org/displayCompany.php?name=PREMIERCEM,880255012191-8,,,,,+88 01714 003 195,880255012191-8
The Premier Bank PLC.,"Iqbal centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka-1213",PREMIERBAN,https://dsebd.org/displayCompany.php?name=PREMIERBAN,-222274766, Ext-250,,,,1985552847,2222274809
Premier Bank Perpetual Bond,"Iqbal Centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka - 1213",PREBPBOND,https://dsebd.org/displayCompany.php?name=PREBPBOND,,,,,,+88 01985 552 847,
Pragati Life Insurance Ltd.,"Pragati Insurance Bhaban (6th Floor), 20-21, Kawran Bazar, Dhaka-1215",PRAGATILIF,https://dsebd.org/displayCompany.php?name=PRAGATILIF,8189184-8,,,,,+88 01814 650 723,8189184-8 (606)
Pragati Insurance Ltd,"Pragati Insurance Bhaban, 20-21, Kawran Bazar, Dhaka-1215",PRAGATIINS,https://dsebd.org/displayCompany.php?name=PRAGATIINS,+88-02-55012680-2(PABX), Ext. -173,,,,+88 01911 309 436,"+88-02-55012680-2(PABX), Ext. -173"
Power Grid Company of Bangladesh Ltd.,"PGCB Bhaban, Avenue-3, Jahurul Islam City, Aftabnagar, Badda, Dhaka-1212.",POWERGRID,https://dsebd.org/displayCompany.php?name=POWERGRID,02 226600936-39,  Cell- +88 01713 850 344,,,,+88 01755 639 570,02 2266 00934
Popular Life Insurance Co. Ltd.,"Peoples Insurance  Bhaban (16th & 17th Floor),  36 Dilkusha C/A,  Dhaka-1000.",POPULARLIF,https://dsebd.org/displayCompany.php?name=POPULARLIF,02223357534-38,,,,,+88 01713 372 372,88-02-9577534-38  Ext. : 132
Popular Life First Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",POPULAR1MF,https://dsebd.org/displayCompany.php?name=POPULAR1MF,01302-399597, 01309-402782,,,,+88 01711 220 988,
Peoples Leasing and Fin. Services Ltd.,"Paramount Heights, Level-12, 65/2/1, Box Culvert Road, Purana Paltan, Dhaka-1000.",PLFSL,https://dsebd.org/displayCompany.php?name=PLFSL,8.80E+11,,,,,+88 01754 905 065,
Pioneer Insurance Company Ltd.,"Rangs Babylonia (5th Floor),246, Bir Uttam Mir Shawkat Sarak, Tejgaon, Dhaka-1208",PIONEERINS,https://dsebd.org/displayCompany.php?name=PIONEERINS,88-02-8878901 (Hunt.),,,,,1711682216,88-02-8878901-102
PHP First Mutual Fund,"Sky View Henolux Center, Office No:C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",PHPMF1,https://dsebd.org/displayCompany.php?name=PHPMF1,01302-399597, 01309-402782,,,,+88 01711 220 988,
Phoenix Finance and Investments Ltd.,"Eunoos Centre(Level-11), 52-53 Dilkusha C/A, Dhaka-1000.rnAndrnShare Department, rnPhoenix Bhaban (2nd Floor)rn12, Dilkusha C/A, Dhaka-100",PHOENIXFIN,https://dsebd.org/displayCompany.php?name=PHOENIXFIN,02223389007-10,2223350617,,,,88-0172-667-3818,"02223389007-10, 02223350617, Extn. 111"
Phoenix Insurance Company Ltd.,"1/A (1st Floor), Dilkusha C/A, Dhaka - 1000,  Share Office-Phoenix Bhaban (4th Floor),12 Dilkusha C/A  Dhaka-1000",PHENIXINS,https://dsebd.org/displayCompany.php?name=PHENIXINS,223383609-12,,,,,01713-461044,"9593609, Ext.-110"
Pharma Aids,"345, Segun Bagicha (1st floor), Ramna, Dhaka-1000",PHARMAID,https://dsebd.org/displayCompany.php?name=PHARMAID,+88 02 222220741, 222227742-43,,,,+88 01717 177 156,"+88 02 222220741, 222227742-43"
Phoenix Finance 1st Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000",PF1STMF,https://dsebd.org/displayCompany.php?name=PF1STMF,1970973681,,,,,+88 01970973654,88028300401
Peoples Insurance Company Ltd.,"Peoples Insurance Bhaban (15th Floor), 36, Dilkusha C/A., Dhaka-1000",PEOPLESINS,https://dsebd.org/displayCompany.php?name=PEOPLESINS,9564166 (Auto Hunting), 9578319-20,,,,+88 01817 296 784,"PABX-9564166 (Auto Hunting), Ext. No.-103"
The Peninsula Chittagong PLC,"Bulbul Centre, 486/B, O.R. Nizam RoadrnCDA Avenue, Chittagong- 4100.",PENINSULA,https://dsebd.org/displayCompany.php?name=PENINSULA,+88-31-285-860-9 (Ext-4105-4109),,,,,1755554609,+88-0241361101-15 (Ext.-4105)
Pacific Denims Limited,"Bashoti Aristocrats, Plot-6, D-3 (3rd Floor), SW(H), Gulshan Avenue, Gulshan-1, Dhaka-1212.",PDL,https://dsebd.org/displayCompany.php?name=PDL,-58817796,,,,,1726173810,+880258817882 Ext. 260
Pubali Bank Perpetual Bond,,PBLPBOND,https://dsebd.org/displayCompany.php?name=PBLPBOND,,,,,,+88 01713 367 599,
Paramount Insurance PLC.,"House # 22 (Level # 3&4), Road # 113/ArnGulshan-2  Dhaka-1212",PARAMOUNT,https://dsebd.org/displayCompany.php?name=PARAMOUNT,0255049824-30, '02-55049826,,,,1712925205,02-55049825
Paper Processing & Packaging Limited,"Plot No. 314/A , Road No. 18, Block-E, Bashundhara R/A, Dhaka-1229",PAPERPROC,https://dsebd.org/displayCompany.php?name=PAPERPROC,-8401012,,,,,+88 01847 091 027,"+880-2-8401883-6, Ext-702"
Padma Oil Co. Ltd.,"Strand Road, Sadarghat, Chattogram",PADMAOIL,https://dsebd.org/displayCompany.php?name=PADMAOIL,2333354235,2333357748,2333357749,2333364236,2333357237,1777703383,2333352811
Padma Islami Life Insurance Limited,"Padma life tower, 115 Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1000",PADMALIFE,https://dsebd.org/displayCompany.php?name=PADMALIFE,48311809,48316529,48316813,48313487, Ext. 147,+88 01765 812 838,48311809  Ext. 147
Orion Pharma Ltd.,"Orion House, 153-154 Tejgaon I/A, Dhaka 1208",ORIONPHARM,https://dsebd.org/displayCompany.php?name=ORIONPHARM,88028870133,88028870146,,,,+88 01711 402 522,+88028870133 Ext-114
Orion Infusion Ltd.,"Orion House, 153-154 Tejgaon I/A, Dhaka 1208",ORIONINFU,https://dsebd.org/displayCompany.php?name=ORIONINFU,88028870133,88028870146,,,,,"+88028870133 , Ext-114"
One Bank PLC,"Corporate HQ: HRC Bhaban, 46 Kawran Bazar C.A., Dhaka-1215, Bangladesh",ONEBANKPLC,https://dsebd.org/displayCompany.php?name=ONEBANKPLC,88-02-9118161 Ext: 250,251,252,,,+88 01730 353 507,88-02-9118161 Ext 500
Olympic Industries Ltd.,"Amin Court (6th floor), 62-63 Motijheel Commercial Area, Dhaka-1000.",OLYMPIC,https://dsebd.org/displayCompany.php?name=OLYMPIC,'+880-2223380238       +880-9606565228,,,,,-1876886473,'+880-9606565228 Ext.-6123
Oimex Electrode Limited,"225/1, New Elephant Road, (1st floor), Dhaka -1205.",OIMEX,https://dsebd.org/displayCompany.php?name=OIMEX,+ 88 02 9665272,,,,,'01755549029,
Olympic Accessories Limited,"Saiham Sky View Tower(5th Floor), 45 Bijoynagar, Dhaka-1000",OAL,https://dsebd.org/displayCompany.php?name=OAL,+88-02 8392458,,,,,+88 01909 103054,02-8392458-109
Nurani Dyeing & Sweater Limited,"White House, Holding No: 1260, West Ukil Para, Feni Sadar, Feni",NURANI,https://dsebd.org/displayCompany.php?name=NURANI,088-02-8391790,,,,,,
National Tubes Limited,"131-142 Tongi I/A, Gazipur, Dhaka",NTLTUBES,https://dsebd.org/displayCompany.php?name=NTLTUBES,9812783,9810134,9812786,9812782,9812781,1854794095,2224412782
National Tea Company Ltd.,"BGIC TOWER (7th Floor), 34, Topkhana Road, Dhaka-1000.",NTC,https://dsebd.org/displayCompany.php?name=NTC,9515929,,,,,+88 01711 530 973,9515929
NRBC Bank PLC.,"114, Motijheel C/A, Dhaka-1000",NRBCBANK,https://dsebd.org/displayCompany.php?name=NRBCBANK,02223353422-30,,,,,+88 01955 502 070,"02223353422-30, Ext. 112"
NRB Bank PLC.,"Uday Sanz, Plot # 2/B, Road #134, Block- SE (A), Gulshan South Avenue, Gulshan-1, Dhaka-1212.",NRBBANK,https://dsebd.org/displayCompany.php?name=NRBBANK,1313476832,,,,,1955544447,
National Polymer Industries PLC.,"NPOLY House, GA-99/3, Pragati Shoroni, Middle Badda, Dhaka-1212,",NPOLYMER,https://dsebd.org/displayCompany.php?name=NPOLYMER,-58804124,58813039,,,,+88 01970 303 879,"58812926, 58813039, 58813049,  Ext.144"
Northern Islami Insurance Limited,"WW Tower, (Level -12 & 13),  68, Motijheel.C/A, Dhaka-1000",NORTHRNINS,https://dsebd.org/displayCompany.php?name=NORTHRNINS,9559077-79,47113043,,,,+88 01919 279 817,9570215
Northern Jute Manufacturing Co. Ltd.,"DH Tower, 06 Panthapath, Kawran Bazar, Dhaka-1215",NORTHERN,https://dsebd.org/displayCompany.php?name=NORTHERN,02-55013506, 071-61884-85,,,,1713755517,"55013506, Ext-133"
Nitol Insurance Co. Ltd.,"Police Plaza Concord, Tower-2 (6th Floor), Plot-2, Road-144, Gulshan-1, Dhaka-1212",NITOLINS,https://dsebd.org/displayCompany.php?name=NITOLINS,02-55045202-05,,,,,+88 01713 142 754,"02-55045202-05, (Ext-107)"
National Housing Finance PLC,"Concord Baksh Tower (7th floor) Plot: 11-A, Road No.- 48, Block- CWN (A), Gulshan- 2, Dhaka- 1212",NHFIL,https://dsebd.org/displayCompany.php?name=NHFIL,9609200555, 02-9670612-4, 9677181-2.,,,+88 01787 661 913,096090200555 (Ext.-104)
National Feed Mill Limited,"ABC North Ridge, Apartment # A/5, (5th Floor) House # 51, Road # 15, Sector-03, Uttara, Dhaka-1230",NFML,https://dsebd.org/displayCompany.php?name=NFML,02-48950746,,,,,+88 01730 066 275,02-48950746
New Line Clothings Limited,"Plot-1945, Kauchuakuri, Kamrangachala, Mouchak, Kaliakair, Gazipur-1751,Banaladesh.",NEWLINE,https://dsebd.org/displayCompany.php?name=NEWLINE,8802-48964983, 8802- 9297403, 8802-9297415, 8802-9297417,,+88 01844652019,"8802- 9297403, 8802-9297415, 8802-9297417"
NCCBL Mutual Fund-1,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",NCCBLMF1,https://dsebd.org/displayCompany.php?name=NCCBLMF1,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,,
National Credit and Commerce Bank PLC.,"NCC Bank Bhaban, 13/1-2, Toyenbee Circular Road, Motijheel C/A, Dhaka -1000",NCCBANK,https://dsebd.org/displayCompany.php?name=NCCBANK,880-2-223381901, 223381903-4, 223383981-3,,,+88 01707 073 444,"880-2-223381085, 01865430334"
National Bank Ltd.,"116/1, Kazi Nazrul Islam Avenue, Banglamotor, Ramna, Dhaka",NBL,https://dsebd.org/displayCompany.php?name=NBL,-41032438,,,,,8.80E+12,-41031533
Navana Pharmaceuticals PLC,"House # 99, Road # 04, Block # B, Banani, Dhaka-1213",NAVANAPHAR,https://dsebd.org/displayCompany.php?name=NAVANAPHAR,880-2-55033580-3,,,,,1321131222,
Navana CNG Limited,"205-207, Tejgaon I/A, Dhaka- 1208",NAVANACNG,https://dsebd.org/displayCompany.php?name=NAVANACNG,+8802 223381812,,,,,+88 01811 448 104,
National Life Insurance PLC,"54-55, Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka-1215.",NATLIFEINS,https://dsebd.org/displayCompany.php?name=NATLIFEINS,58151271,58151089,58151490, 02-9115906,,+88 01713 192 399,02-9115906
Nahee Aluminum Composite Panel Ltd.,"Advanced Noorani Tower, (8th floor), 1, Mohakhali C/A, Dhaka - 1212",NAHEEACP,https://dsebd.org/displayCompany.php?name=NAHEEACP,1777763460, 88-02-9871410,9871402,9872183,,+88 01730 097 865,"88-02-9871410, 9871402, 9872183 Ext-208"
Mutual Trust Bank Perpetual Bond,"MTB Centre, 26 Gulshan Avenue, Gulshan-1, Dhaka 1212.",MTBPBOND,https://dsebd.org/displayCompany.php?name=MTBPBOND,880(2) 48321215, 880(2) 9846966,,,,,
Mutual Trust Bank PLC.,"MTB Centre, 26 Gulshan Avenue, Gulshan-1, Dhaka 1212",MTB,https://dsebd.org/displayCompany.php?name=MTB,880(2) 48321215, 880(2) 9846966,,,,,"+880 (2) 989 5965, 984 6966, 933 9586"
Meghna Petroleum Limited,"58 Agrabad C/A, Chattogram.",MPETROLEUM,https://dsebd.org/displayCompany.php?name=MPETROLEUM,031-711897  Ext: 326,,,,,+88 01959 929 001,031-711891-7 Ext: 332
Bangladesh Monospool Paper Manufacturing Co. Limited,"Plot No. 314/A, Road No. 18, Block-E, Bashundhara R/A, Dhaka-1229",MONOSPOOL,https://dsebd.org/displayCompany.php?name=MONOSPOOL,-8401012,,,,,+88 01847 091 028,"+880-2-8401883-6, Ext-702"
Monno Fabrics Limited,"9, Wyer Street, Wari, Dhaka-1203.",MONNOFABR,https://dsebd.org/displayCompany.php?name=MONNOFABR,47123449,47110387,,,,,02 47123449
Monno Ceramic Industries Ltd.,"9, Wyre Street, Wari, Dhaka-1203",MONNOCERA,https://dsebd.org/displayCompany.php?name=MONNOCERA,9559359,47110387,,,,+88 01313 355 510,02 47123449
Monno Agro & General Machinery Limited,"9, Wyre Street, Wari, Dhaka-1203",MONNOAGML,https://dsebd.org/displayCompany.php?name=MONNOAGML,9559359,47110387,,,,+88 01755 559 168,"47110387, 9559359"
M.L. Dyeing Limited,"House# 11 (Floor:6-A), Road# 12, Block# F, Niketon, Gulshan-1rnDhaka.",MLDYEING,https://dsebd.org/displayCompany.php?name=MLDYEING,-48809964,,,,,1714589883,"+88-02-48810050, Ext.-230"
MJL Bangladesh PLC.,"Registered/Share Office:  Mobil House, CWS (A) 13/A, Gulshan Avenue, Bir Uttam Mir Shawkat Sarak, Dhaka-1212",MJLBD,https://dsebd.org/displayCompany.php?name=MJLBD,+88 (02) 58815895,58815828,1713436364,,,1730336964,
Mithun Knitting and Dyeing Ltd.,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.",MITHUNKNIT,https://dsebd.org/displayCompany.php?name=MITHUNKNIT,88-02-222262803, 88-02-222260264, 88-02-222260458,,,"+88 01999 055 485, +88 01758 069 252","88-02-222262803, 88-02-222260264, 88-02-222260458"
Mir Akhter Hossain Limited,"430/1, Tejgaon I/A, Dhaka-1208",MIRAKHTER,https://dsebd.org/displayCompany.php?name=MIRAKHTER,02-55138529, 55138533-35,,,,01313-078620,+88 02 55138529
Miracle Industries Ltd.,"99, Gulshan Avenue, Rupayan Golden Age (7Th Floor), Dhaka-1212. Bangladesh.",MIRACLEIND,https://dsebd.org/displayCompany.php?name=MIRACLEIND,-58810267,,,,,01301 701694,
Midland Bank PLC.,"N. B. Tower, (Level 6 to 9), 40/7 Gulshan North Avenue, Gulshan-2, Dhaka-1212.",MIDLANDBNK,https://dsebd.org/displayCompany.php?name=MIDLANDBNK,+88 09666 410999,,,,,1985700722,
MIDAS Financing PLC.,"MIDAS Center (10th & 11th Floor), House #05, Road # 16 (New) 27 (old), Dhanmondi, Dhaka-1209.",MIDASFIN,https://dsebd.org/displayCompany.php?name=MIDASFIN,9611221055,,,,,+88 01715 094 176,09611221055 Ext-211
Mozaffar Hossain Spinning Mills Ltd.,"House No- 315, Road No. 4, Baridhara DOHS, Dhaka- 1206",MHSML,https://dsebd.org/displayCompany.php?name=MHSML,01777-769736, 880963-9203040 Extension No.118 or 109,,,,01708-483355,880963-9203040 Extension No. 109
Metro Spinning Ltd.,"House # 17, Road # 6, Sector # 1, Uttara, Dhaka- 1230",METROSPIN,https://dsebd.org/displayCompany.php?name=METROSPIN,8933612 8933613,,,,,+88 01841 166 203,8933612 8933613
Mercantile Islami Insurance PLC,"Red Crescent House, 61, Motijheel C/A., Dhaka-1000.",MERCINS,https://dsebd.org/displayCompany.php?name=MERCINS,9557662-5,,,,,+88 01727 325 514,9557662-5 Ex-118
Mercantile Bank PLC.,"61, Dilkusha C/A,  Dhaka - 1000",MERCANBANK,https://dsebd.org/displayCompany.php?name=MERCANBANK,02-223382295 Ext.: 520,113,212,,,+88 01713 082 170,"02-9559333,  02-9553892 Ext.: 209  Direct: 02-9562702"
Meghna Pet Industries Ltd.,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",MEGHNAPET,https://dsebd.org/displayCompany.php?name=MEGHNAPET,9882515,,,,,,
Meghna Life Insurance Co. Ltd.,"11/B & 11/D, Toy Nobi Circular Road, Motijheel C/A, Dhaka-1000",MEGHNALIFE,https://dsebd.org/displayCompany.php?name=MEGHNALIFE,9558297,9558993,9556204,,,01913-094296,
Meghna Insurance Company Limited,"Pritom Zaman Tower (4th floor), 37/2 Purana Palton, Dhaka-1000",MEGHNAINS,https://dsebd.org/displayCompany.php?name=MEGHNAINS,88-02-41050894-8,,,,,1817019325,88-2-41050894-8 ext. 109
Meghna Cement Mills PLC.,"125/A, Block-A, Bashundhara R/A, Dhaka",MEGHNACEM,https://dsebd.org/displayCompany.php?name=MEGHNACEM,+ 88 02 8431024-8, + 88 02 8432008-17,,,,+88 01730068979,+ 88 02 8431024-8 Extn- 6780
Meghna Condensed Milk Industries Ltd.,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",MEGCONMILK,https://dsebd.org/displayCompany.php?name=MEGCONMILK,9882515,,,,,,
Mercantile Bank Perpetual Bond,"61, Dilkusha C/A, Dhaka - 1000.",MBPLCPBOND,https://dsebd.org/displayCompany.php?name=MBPLCPBOND,02-223382295,,,,,,
MBL 1st Mutual Fund,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",MBL1STMF,https://dsebd.org/displayCompany.php?name=MBL1STMF,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,+88 01714 045 171,
Matin Spinning Mills PLC,"Corporate office: Capital South Avenue Tower, 6th Floor, House No. 50, Road No. 3, Gulshan Avenue, Gulshan 1, Dhaka-1212.rnRegistered Office: Sardaganj, kashimpur, Gazipur, Dhaka.",MATINSPINN,https://dsebd.org/displayCompany.php?name=MATINSPINN,-7789264, 02-58817735,1955538019,,,1713365457,+880-2-58817735 Ext-226
Marico Bangladesh Limited,"The Glass House, Floor-06, Plot-02, Block-SE(B), Gulshan Avenue, Dhaka-1212",MARICO,https://dsebd.org/displayCompany.php?name=MARICO,8.80E+12,,,,,+88 01324438592,8.80E+12
Malek Spinning Mills PLC.,"Tower 117, 117/A, Tejgaon Industrial Area, Dhaka",MALEKSPIN,https://dsebd.org/displayCompany.php?name=MALEKSPIN,8.80961E+12, +880-2-8878062, +880-2-8878065,,,+88 01709 998 863,"+8809612111177-92 Ext.-184, +880-2-8878062, +880-2-8878065"
Maksons Spinning Mills PLC.,"House No. # 17, Road No. # 6, Sector # 1, Uttara , Dhaka-1230.",MAKSONSPIN,https://dsebd.org/displayCompany.php?name=MAKSONSPIN,8933612,8933613,,,,1841166214,"8933612 ,8933613"
LR Global Bangladesh Mutual Fund One,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",LRGLOBMF1,https://dsebd.org/displayCompany.php?name=LRGLOBMF1,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,+88 01714 045 171,
Lub-rref (Bangladesh) Limited,"B-6 (Part) 9-10 & 23-24, BSCIC Industrial Estate, Block-A, Post Office: Custom Academy Sagarika Road, Chittagong -4219",LRBDL,https://dsebd.org/displayCompany.php?name=LRBDL,'02-43151995, 02-43150036,,,,+88 01977 266 193,"'02-43151995, 02-43150036. Ext.118"
Taufika Foods and Lovello Ice-cream PLC,"Plot: 80, Road: 02, Banani (Chairman Bari), Banani, Dhaka- 1213",LOVELLO,https://dsebd.org/displayCompany.php?name=LOVELLO,02-9841286-8,,,,,+88 01844 496 793,02-9841286-8
Linde Bangladesh Limited,"285, Tejgaon I/A, Dhaka - 1208",LINDEBD,https://dsebd.org/displayCompany.php?name=LINDEBD,8795.887032,,,,,8.80E+12,+8802.8870322-7 (205-Extn)
Libra Infusions Limited,"I/7, Mirpur I/E (Rupnogor), Section # 2, Mirpur Dhaka - 1216.",LIBRAINFU,https://dsebd.org/displayCompany.php?name=LIBRAINFU,02-48040254-5,48031487, 48032812-3,,,1972292656,"48040254-5,   Ext. 110"
LafargeHolcim Bangladesh PLC.,"NinaKabbo, Level-7, 227/A Bir Uttam Mir Shawkat Sarak (Gulshan Tejgaon Link Road) Tejgaon, Dhaka 1208, Bangladesh",LHB,https://dsebd.org/displayCompany.php?name=LHB,+ 88 02 222281002, 222286393 Ext.-503 &506, +88 01713044429 (Share office),,,+88 01713 043 635,"222281002, 222286393 Ext. 501"
Legacy Footwear Ltd.,"House # 133 (Gr. Floor), Lane # 01 (West Side), DOHS Baridhara, Dhaka-1206",LEGACYFOOT,https://dsebd.org/displayCompany.php?name=LEGACYFOOT,02-8415983,,,,,+88 01717 829657,
LankaBangla Finance PLC.,"Safura Tower (level-11), 20 Kemal Ataturk Avenue, Banani, Dhaka-1213",LANKABAFIN,https://dsebd.org/displayCompany.php?name=LANKABAFIN,+88 02 222283701-10,,,,,+88 01313 795833,+88 02 222283701-10 (Ext. 404)
Kattali Textile Limited,"BM Heights (8th Floor), 318, Sk. Mujib Road, Badamtali, Agrabad, Chattogram.",KTL,https://dsebd.org/displayCompany.php?name=KTL,031-2511654, 031-2770044,,,,1726735408,031-2511654
Khulna Printing & Packaging Limited,"Khulna mongla road, Katakhali, Shambagath, Post: lockpur, PS: Fakirhat, Dist: Bagerhat, Khulna.",KPPL,https://dsebd.org/displayCompany.php?name=KPPL,2222221176, 0466356016-7,0466356016-7,,,,
Khulna Power Company Limited,"House-13/A (2nd Floor), Road-83,Block-NE (K), Gulshan-2, Dhaka-1212.",KPCL,https://dsebd.org/displayCompany.php?name=KPCL,58810932,58810892,58810868,9844217,,+88 01841403333,"58810932, 58810892, 58810868, 9844217 Ext. 25"
Kohinoor Chemicals Company (Bangladesh) Ltd.,"36, Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208",KOHINOOR,https://dsebd.org/displayCompany.php?name=KOHINOOR,88028870146,88028870133,,,,,"8891267-70, Ext-251"
