Company Name,Address,links,links-href,Number ,Number1,Number2,Number3,Number4,Cell No,Telephone No
Power Grid Company of Bangladesh Ltd.,"PGCB Bhaban, Avenue-3, Jahurul Islam City, Aftabnagar, Badda, Dhaka-1212.",POWERGRID,https://dsebd.org/displayCompany.php?name=POWERGRID,02 226600936-39,+8801713850344,,,,+8801755639570,
Popular Life Insurance Co. Ltd.,"Peoples Insurance  Bhaban (16th & 17th Floor),  36 Dilkusha C/A,  Dhaka-1000.",POPULARLIF,https://dsebd.org/displayCompany.php?name=POPULARLIF,02223357534-38,,,,,+8801713372372,
Popular Life First Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",POPULAR1MF,https://dsebd.org/displayCompany.php?name=POPULAR1MF,01302-399597,,,,,+8801711220988,
Peoples Leasing and Fin. Services Ltd.,"Paramount Heights, Level-12, 65/2/1, Box Culvert Road, Purana Paltan, Dhaka-1000.",PLFSL,https://dsebd.org/displayCompany.php?name=PLFSL,8.80E+11,,,,,+8801754905065,
Pioneer Insurance Company Ltd.,"Rangs Babylonia (5th Floor),246, Bir Uttam Mir Shawkat Sarak, Tejgaon, Dhaka-1208",PIONEERINS,https://dsebd.org/displayCompany.php?name=PIONEERINS,88-02-8878901 (Hunt.),,,,,,
PHP First Mutual Fund,"Sky View Henolux Center, Office No:C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",PHPMF1,https://dsebd.org/displayCompany.php?name=PHPMF1,01302-399597,,,,,+8801711220988,
Phoenix Finance and Investments Ltd.,"Eunoos Centre(Level-11), 52-53 Dilkusha C/A, Dhaka-1000.rnAndrnShare Department, rnPhoenix Bhaban (2nd Floor)rn12, Dilkusha C/A, Dhaka-100",PHOENIXFIN,https://dsebd.org/displayCompany.php?name=PHOENIXFIN,02223389007-10,,,,,,
Phoenix Insurance Company Ltd.,"1/A (1st Floor), Dilkusha C/A, Dhaka - 1000,  Share Office-Phoenix Bhaban (4th Floor),12 Dilkusha C/A  Dhaka-1000",PHENIXINS,https://dsebd.org/displayCompany.php?name=PHENIXINS,223383609-12,,,,,,
Pharma Aids,"345, Segun Bagicha (1st floor), Ramna, Dhaka-1000",PHARMAID,https://dsebd.org/displayCompany.php?name=PHARMAID,+88 02 222220741,,,,,+8801717177156,
Phoenix Finance 1st Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000",PF1STMF,https://dsebd.org/displayCompany.php?name=PF1STMF,1970973681,,,,,+8801970973654,
Peoples Insurance Company Ltd.,"Peoples Insurance Bhaban (15th Floor), 36, Dilkusha C/A., Dhaka-1000",PEOPLESINS,https://dsebd.org/displayCompany.php?name=PEOPLESINS,9564166 (Auto Hunting),,,,,+8801817296784,
The Peninsula Chittagong PLC,"Bulbul Centre, 486/B, O.R. Nizam RoadrnCDA Avenue, Chittagong- 4100.",PENINSULA,https://dsebd.org/displayCompany.php?name=PENINSULA,+88-31-285-860-9 (Ext-4105-4109),,,,,,+88024136110115
Pacific Denims Limited,"Bashoti Aristocrats, Plot-6, D-3 (3rd Floor), SW(H), Gulshan Avenue, Gulshan-1, Dhaka-1212.",PDL,https://dsebd.org/displayCompany.php?name=PDL,-58817796,,,,,,+880258817882
Pubali Bank Perpetual Bond,,PBLPBOND,https://dsebd.org/displayCompany.php?name=PBLPBOND,,,,,,+8801713367599,
Paramount Insurance PLC.,"House # 22 (Level # 3&4), Road # 113/ArnGulshan-2  Dhaka-1212",PARAMOUNT,https://dsebd.org/displayCompany.php?name=PARAMOUNT,0255049824-30,,,,,,
Paper Processing & Packaging Limited,"Plot No. 314/A , Road No. 18, Block-E, Bashundhara R/A, Dhaka-1229",PAPERPROC,https://dsebd.org/displayCompany.php?name=PAPERPROC,-8401012,,,,,+8801847091027,
Padma Oil Co. Ltd.,"Strand Road, Sadarghat, Chattogram",PADMAOIL,https://dsebd.org/displayCompany.php?name=PADMAOIL,2333354235,,,,,,
Padma Islami Life Insurance Limited,"Padma life tower, 115 Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1000",PADMALIFE,https://dsebd.org/displayCompany.php?name=PADMALIFE,48311809,,,,,+8801765812838,
Orion Pharma Ltd.,"Orion House, 153-154 Tejgaon I/A, Dhaka 1208",ORIONPHARM,https://dsebd.org/displayCompany.php?name=ORIONPHARM,88028870133,,,,,+8801711402522,+88028870133114
Orion Infusion Ltd.,"Orion House, 153-154 Tejgaon I/A, Dhaka 1208",ORIONINFU,https://dsebd.org/displayCompany.php?name=ORIONINFU,88028870133,,,,,,+88028870133114
One Bank PLC,"Corporate HQ: HRC Bhaban, 46 Kawran Bazar C.A., Dhaka-1215, Bangladesh",ONEBANKPLC,https://dsebd.org/displayCompany.php?name=ONEBANKPLC,88-02-9118161 Ext: 250,,,,,+8801730353507,
Olympic Industries Ltd.,"Amin Court (6th floor), 62-63 Motijheel Commercial Area, Dhaka-1000.",OLYMPIC,https://dsebd.org/displayCompany.php?name=OLYMPIC,'+880-2223380238       +880-9606565228,,,,,,+8809606565228
Oimex Electrode Limited,"225/1, New Elephant Road, (1st floor), Dhaka -1205.",OIMEX,https://dsebd.org/displayCompany.php?name=OIMEX,+ 88 02 9665272,,,,,,
Olympic Accessories Limited,"Saiham Sky View Tower(5th Floor), 45 Bijoynagar, Dhaka-1000",OAL,https://dsebd.org/displayCompany.php?name=OAL,+88-02 8392458,,,,,+8801909103054,
Nurani Dyeing & Sweater Limited,"White House, Holding No: 1260, West Ukil Para, Feni Sadar, Feni",NURANI,https://dsebd.org/displayCompany.php?name=NURANI,088-02-8391790,,,,,,
National Tubes Limited,"131-142 Tongi I/A, Gazipur, Dhaka",NTLTUBES,https://dsebd.org/displayCompany.php?name=NTLTUBES,9812783,,,,,,
National Tea Company Ltd.,"BGIC TOWER (7th Floor), 34, Topkhana Road, Dhaka-1000.",NTC,https://dsebd.org/displayCompany.php?name=NTC,9515929,,,,,+8801711530973,
NRBC Bank PLC.,"114, Motijheel C/A, Dhaka-1000",NRBCBANK,https://dsebd.org/displayCompany.php?name=NRBCBANK,02223353422-30,,,,,+8801955502070,
NRB Bank PLC.,"Uday Sanz, Plot # 2/B, Road #134, Block- SE (A), Gulshan South Avenue, Gulshan-1, Dhaka-1212.",NRBBANK,https://dsebd.org/displayCompany.php?name=NRBBANK,1313476832,,,,,,
National Polymer Industries PLC.,"NPOLY House, GA-99/3, Pragati Shoroni, Middle Badda, Dhaka-1212,",NPOLYMER,https://dsebd.org/displayCompany.php?name=NPOLYMER,-58804124,,,,,+8801970303879,
Northern Islami Insurance Limited,"WW Tower, (Level -12 & 13),  68, Motijheel.C/A, Dhaka-1000",NORTHRNINS,https://dsebd.org/displayCompany.php?name=NORTHRNINS,9559077-79,,,,,+8801919279817,
Northern Jute Manufacturing Co. Ltd.,"DH Tower, 06 Panthapath, Kawran Bazar, Dhaka-1215",NORTHERN,https://dsebd.org/displayCompany.php?name=NORTHERN,02-55013506,,,,,,
Nitol Insurance Co. Ltd.,"Police Plaza Concord, Tower-2 (6th Floor), Plot-2, Road-144, Gulshan-1, Dhaka-1212",NITOLINS,https://dsebd.org/displayCompany.php?name=NITOLINS,02-55045202-05,,,,,+8801713142754,
National Housing Finance PLC,"Concord Baksh Tower (7th floor) Plot: 11-A, Road No.- 48, Block- CWN (A), Gulshan- 2, Dhaka- 1212",NHFIL,https://dsebd.org/displayCompany.php?name=NHFIL,9609200555,,,,,+8801787661913,
National Feed Mill Limited,"ABC North Ridge, Apartment # A/5, (5th Floor) House # 51, Road # 15, Sector-03, Uttara, Dhaka-1230",NFML,https://dsebd.org/displayCompany.php?name=NFML,02-48950746,,,,,+8801730066275,
New Line Clothings Limited,"Plot-1945, Kauchuakuri, Kamrangachala, Mouchak, Kaliakair, Gazipur-1751,Banaladesh.",NEWLINE,https://dsebd.org/displayCompany.php?name=NEWLINE,8802-48964983,,,,,+8801844652019,
NCCBL Mutual Fund-1,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",NCCBLMF1,https://dsebd.org/displayCompany.php?name=NCCBLMF1,+88 01730450478-9,+880247117267,+880247110306,+880247116188,,,
National Credit and Commerce Bank PLC.,"NCC Bank Bhaban, 13/1-2, Toyenbee Circular Road, Motijheel C/A, Dhaka -1000",NCCBANK,https://dsebd.org/displayCompany.php?name=NCCBANK,880-2-223381901,,,,,+8801707073444,
National Bank Ltd.,"116/1, Kazi Nazrul Islam Avenue, Banglamotor, Ramna, Dhaka",NBL,https://dsebd.org/displayCompany.php?name=NBL,-41032438,,,,,,
Navana Pharmaceuticals PLC,"House # 99, Road # 04, Block # B, Banani, Dhaka-1213",NAVANAPHAR,https://dsebd.org/displayCompany.php?name=NAVANAPHAR,880-2-55033580-3,,,,,,
Navana CNG Limited,"205-207, Tejgaon I/A, Dhaka- 1208",NAVANACNG,https://dsebd.org/displayCompany.php?name=NAVANACNG,+8802 223381812,,,,,+8801811448104,
National Life Insurance PLC,"54-55, Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka-1215.",NATLIFEINS,https://dsebd.org/displayCompany.php?name=NATLIFEINS,58151271,,,,,+8801713192399,
Nahee Aluminum Composite Panel Ltd.,"Advanced Noorani Tower, (8th floor), 1, Mohakhali C/A, Dhaka - 1212",NAHEEACP,https://dsebd.org/displayCompany.php?name=NAHEEACP,1777763460,,,,,+8801730097865,
Mutual Trust Bank Perpetual Bond,"MTB Centre, 26 Gulshan Avenue, Gulshan-1, Dhaka 1212.",MTBPBOND,https://dsebd.org/displayCompany.php?name=MTBPBOND,880(2) 48321215,,,,,,
Mutual Trust Bank PLC.,"MTB Centre, 26 Gulshan Avenue, Gulshan-1, Dhaka 1212",MTB,https://dsebd.org/displayCompany.php?name=MTB,880(2) 48321215,,,,,,
Meghna Petroleum Limited,"58 Agrabad C/A, Chattogram.",MPETROLEUM,https://dsebd.org/displayCompany.php?name=MPETROLEUM,031-711897  Ext: 326,,,,,+8801959929001,
Bangladesh Monospool Paper Manufacturing Co. Limited,"Plot No. 314/A, Road No. 18, Block-E, Bashundhara R/A, Dhaka-1229",MONOSPOOL,https://dsebd.org/displayCompany.php?name=MONOSPOOL,-8401012,,,,,+8801847091028,
Monno Fabrics Limited,"9, Wyer Street, Wari, Dhaka-1203.",MONNOFABR,https://dsebd.org/displayCompany.php?name=MONNOFABR,47123449,,,,,,
Monno Ceramic Industries Ltd.,"9, Wyre Street, Wari, Dhaka-1203",MONNOCERA,https://dsebd.org/displayCompany.php?name=MONNOCERA,9559359,,,,,+8801313355510,
Monno Agro & General Machinery Limited,"9, Wyre Street, Wari, Dhaka-1203",MONNOAGML,https://dsebd.org/displayCompany.php?name=MONNOAGML,9559359,,,,,+8801755559168,
M.L. Dyeing Limited,"House# 11 (Floor:6-A), Road# 12, Block# F, Niketon, Gulshan-1rnDhaka.",MLDYEING,https://dsebd.org/displayCompany.php?name=MLDYEING,-48809964,,,,,,+880248810050
MJL Bangladesh PLC.,"Registered/Share Office:  Mobil House, CWS (A) 13/A, Gulshan Avenue, Bir Uttam Mir Shawkat Sarak, Dhaka-1212",MJLBD,https://dsebd.org/displayCompany.php?name=MJLBD,+88 (02) 58815895,,,,,,
Mithun Knitting and Dyeing Ltd.,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.",MITHUNKNIT,https://dsebd.org/displayCompany.php?name=MITHUNKNIT,88-02-222262803,,,,,,
Mir Akhter Hossain Limited,"430/1, Tejgaon I/A, Dhaka-1208",MIRAKHTER,https://dsebd.org/displayCompany.php?name=MIRAKHTER,02-55138529,,,,,,+880255138529
Miracle Industries Ltd.,"99, Gulshan Avenue, Rupayan Golden Age (7Th Floor), Dhaka-1212. Bangladesh.",MIRACLEIND,https://dsebd.org/displayCompany.php?name=MIRACLEIND,-58810267,,,,,,
Midland Bank PLC.,"N. B. Tower, (Level 6 to 9), 40/7 Gulshan North Avenue, Gulshan-2, Dhaka-1212.",MIDLANDBNK,https://dsebd.org/displayCompany.php?name=MIDLANDBNK,+88 09666 410999,,,,,,
MIDAS Financing PLC.,"MIDAS Center (10th & 11th Floor), House #05, Road # 16 (New) 27 (old), Dhanmondi, Dhaka-1209.",MIDASFIN,https://dsebd.org/displayCompany.php?name=MIDASFIN,9611221055,,,,,+8801715094176,
Mozaffar Hossain Spinning Mills Ltd.,"House No- 315, Road No. 4, Baridhara DOHS, Dhaka- 1206",MHSML,https://dsebd.org/displayCompany.php?name=MHSML,01777-769736,,,,,,
Metro Spinning Ltd.,"House # 17, Road # 6, Sector # 1, Uttara, Dhaka- 1230",METROSPIN,https://dsebd.org/displayCompany.php?name=METROSPIN,8933612 8933613,,,,,+8801841166203,
Mercantile Islami Insurance PLC,"Red Crescent House, 61, Motijheel C/A., Dhaka-1000.",MERCINS,https://dsebd.org/displayCompany.php?name=MERCINS,9557662-5,,,,,+8801727325514,
Mercantile Bank PLC.,"61, Dilkusha C/A,  Dhaka - 1000",MERCANBANK,https://dsebd.org/displayCompany.php?name=MERCANBANK,02-223382295 Ext.: 520,,,,,+8801713082170,
Meghna Pet Industries Ltd.,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",MEGHNAPET,https://dsebd.org/displayCompany.php?name=MEGHNAPET,9882515,,,,,,
Meghna Life Insurance Co. Ltd.,"11/B & 11/D, Toy Nobi Circular Road, Motijheel C/A, Dhaka-1000",MEGHNALIFE,https://dsebd.org/displayCompany.php?name=MEGHNALIFE,9558297,,,,,,
Meghna Insurance Company Limited,"Pritom Zaman Tower (4th floor), 37/2 Purana Palton, Dhaka-1000",MEGHNAINS,https://dsebd.org/displayCompany.php?name=MEGHNAINS,88-02-41050894-8,,,,,,
Meghna Cement Mills PLC.,"125/A, Block-A, Bashundhara R/A, Dhaka",MEGHNACEM,https://dsebd.org/displayCompany.php?name=MEGHNACEM,+ 88 02 8431024-8,+8802843200817,,,,+8801730068979,
Meghna Condensed Milk Industries Ltd.,"Navana Tower, 45, Gulshan Avenue (15th floor), Flat # 16/A, Gulshan - 1, Dhaka - 1212.",MEGCONMILK,https://dsebd.org/displayCompany.php?name=MEGCONMILK,9882515,,,,,,
Mercantile Bank Perpetual Bond,"61, Dilkusha C/A, Dhaka - 1000.",MBPLCPBOND,https://dsebd.org/displayCompany.php?name=MBPLCPBOND,02-223382295,,,,,,
MBL 1st Mutual Fund,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",MBL1STMF,https://dsebd.org/displayCompany.php?name=MBL1STMF,+88 01730450478-9,+880247117267,+880247110306,+880247116188,,+8801714045171,
Matin Spinning Mills PLC,"Corporate office: Capital South Avenue Tower, 6th Floor, House No. 50, Road No. 3, Gulshan Avenue, Gulshan 1, Dhaka-1212.rnRegistered Office: Sardaganj, kashimpur, Gazipur, Dhaka.",MATINSPINN,https://dsebd.org/displayCompany.php?name=MATINSPINN,-7789264,,,,,,
Marico Bangladesh Limited,"The Glass House, Floor-06, Plot-02, Block-SE(B), Gulshan Avenue, Dhaka-1212",MARICO,https://dsebd.org/displayCompany.php?name=MARICO,8.80E+12,,,,,+8801324438592,
Malek Spinning Mills PLC.,"Tower 117, 117/A, Tejgaon Industrial Area, Dhaka",MALEKSPIN,https://dsebd.org/displayCompany.php?name=MALEKSPIN,8.80961E+12,+88028878062,+88028878065,,,+8801709998863,
Maksons Spinning Mills PLC.,"House No. # 17, Road No. # 6, Sector # 1, Uttara , Dhaka-1230.",MAKSONSPIN,https://dsebd.org/displayCompany.php?name=MAKSONSPIN,8933612,,,,,,
LR Global Bangladesh Mutual Fund One,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",LRGLOBMF1,https://dsebd.org/displayCompany.php?name=LRGLOBMF1,+88 01730450478-9,+880247117267,+880247110306,+880247116188,,+8801714045171,
Lub-rref (Bangladesh) Limited,"B-6 (Part) 9-10 & 23-24, BSCIC Industrial Estate, Block-A, Post Office: Custom Academy Sagarika Road, Chittagong -4219",LRBDL,https://dsebd.org/displayCompany.php?name=LRBDL,'02-43151995,,,,,+8801977266193,
Taufika Foods and Lovello Ice-cream PLC,"Plot: 80, Road: 02, Banani (Chairman Bari), Banani, Dhaka- 1213",LOVELLO,https://dsebd.org/displayCompany.php?name=LOVELLO,02-9841286-8,,,,,+8801844496793,
Linde Bangladesh Limited,"285, Tejgaon I/A, Dhaka - 1208",LINDEBD,https://dsebd.org/displayCompany.php?name=LINDEBD,8795.887032,,,,,,
Libra Infusions Limited,"I/7, Mirpur I/E (Rupnogor), Section # 2, Mirpur Dhaka - 1216.",LIBRAINFU,https://dsebd.org/displayCompany.php?name=LIBRAINFU,02-48040254-5,,,,,,
LafargeHolcim Bangladesh PLC.,"NinaKabbo, Level-7, 227/A Bir Uttam Mir Shawkat Sarak (Gulshan Tejgaon Link Road) Tejgaon, Dhaka 1208, Bangladesh",LHB,https://dsebd.org/displayCompany.php?name=LHB,+ 88 02 222281002,,+8801713044429,,,+8801713043635,
Legacy Footwear Ltd.,"House # 133 (Gr. Floor), Lane # 01 (West Side), DOHS Baridhara, Dhaka-1206",LEGACYFOOT,https://dsebd.org/displayCompany.php?name=LEGACYFOOT,02-8415983,,,,,+8801717829657,
LankaBangla Finance PLC.,"Safura Tower (level-11), 20 Kemal Ataturk Avenue, Banani, Dhaka-1213",LANKABAFIN,https://dsebd.org/displayCompany.php?name=LANKABAFIN,+88 02 222283701-10,,,,,+8801313795833,
Kattali Textile Limited,"BM Heights (8th Floor), 318, Sk. Mujib Road, Badamtali, Agrabad, Chattogram.",KTL,https://dsebd.org/displayCompany.php?name=KTL,031-2511654,,,,,,
Khulna Printing & Packaging Limited,"Khulna mongla road, Katakhali, Shambagath, Post: lockpur, PS: Fakirhat, Dist: Bagerhat, Khulna.",KPPL,https://dsebd.org/displayCompany.php?name=KPPL,2222221176,,,,,,
Khulna Power Company Limited,"House-13/A (2nd Floor), Road-83,Block-NE (K), Gulshan-2, Dhaka-1212.",KPCL,https://dsebd.org/displayCompany.php?name=KPCL,58810932,,,,,+8801841403333,
Kohinoor Chemicals Company (Bangladesh) Ltd.,"36, Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208",KOHINOOR,https://dsebd.org/displayCompany.php?name=KOHINOOR,88028870146,,,,,,
Keya Cosmetics Ltd.,"Jarun, Konabari, Gazipur.",KEYACOSMET,https://dsebd.org/displayCompany.php?name=KEYACOSMET,01751 787781,,,,,,
KDS Accessories Limited,"191-192, Baizid Bostami Road, Nasirabad I/A, Chattogram-4210.",KDSALTD,https://dsebd.org/displayCompany.php?name=KDSALTD,031-681240-4,,,,,+8801777775348,
Khan Brothers PP Woven Bag Industries Limited,"KBG Tower (7th & 8th Floor), 15 DIT Road, Malibagh Chowdhurypara,  Dhaka-1219.",KBPPWBIL,https://dsebd.org/displayCompany.php?name=KBPPWBIL,8332069,,,,,,
Kay & Que (Bangladesh) Ltd.,"Anchor Towerrnrn108, Bir Uttam C. R. Datta RoadrnrnDhaka-1205.",KAY&QUE,https://dsebd.org/displayCompany.php?name=KAY&QUE,02-58610012-18. 02-58610027,,,,,,
Karnaphuli Insurance Company Ltd.,"Meghna Life-Karnaphuli Bima Bhaban (13-14 floor), 11/B & D, Toyenbee Circular Road, Motijheel C/A, Dhaka - 1000",KARNAPHULI,https://dsebd.org/displayCompany.php?name=KARNAPHULI,223384808,,,,,+8801911263981,
Jute Spinners Ltd.,"House No: 64, Road No: 12/A, Dhanmondi R/A, Dhaka- 1209.",JUTESPINN,https://dsebd.org/displayCompany.php?name=JUTESPINN,880-2-8129149,,,,,+8801713431772,
JMI Syringes & Medical Devices Ltd.,"Corporate Office: Unique Heights, Level-11, 117, Kazi Nazrul Islam Avenue, Ramna, Dhaka-1217, Registered Office: 72/C, Progoti Shoroni, Middle Badda, Dhaka-1212,",JMISMDL,https://dsebd.org/displayCompany.php?name=JMISMDL,55138723,,,,,+8801777742344,
JMI Hospital Requisite Manufacturing Limited,"Unique Heights (Level -11), 117 Kazi Nazrul Islam Avenue, Ramna, Dhaka- 1217",JHRML,https://dsebd.org/displayCompany.php?name=JHRML,-55138661,,,,,+8801777742569,
Janata Insurance PLC,"GA-95/D Link Road, Middle Badda, Gulshan-1, Dhaka-1212",JANATAINS,https://dsebd.org/displayCompany.php?name=JANATAINS,02-222262181-82,,,,,+8801741897767,
Jamuna Oil Company Limited,"Jamuna Bhaban, Agrabad Commercial ArearnChattogram-4100",JAMUNAOIL,https://dsebd.org/displayCompany.php?name=JAMUNAOIL,031-724384,,,,,,
Jamuna Bank PLC.,"Jamuna Bank Tower (13th Floor), Plot-14, Block-C, Bir Uttam A.K Khandakar Road, Gulshan-1, Dhaka",JAMUNABANK,https://dsebd.org/displayCompany.php?name=JAMUNABANK,+8809610005678 Ex 0119,,,,,+8801777743611,
IT Consultants PLC.,"Evergreen Plaza (3rd Floor), 260/B, Tejgaon I/A, Dhaka -1208",ITC,https://dsebd.org/displayCompany.php?name=ITC,+88 02 9830310-13,+8802983031013,,,,,
Information Services Network Ltd.,"TMC Building (4th Floor), 52 New Eskaton Road, Dhaka-1000",ISNLTD,https://dsebd.org/displayCompany.php?name=ISNLTD,-48321907,,,,,+8801939904381,
Islami Insurance Bangladesh Limited,"DR Tower (11th Floor), 65/2/2 Purana Paltan, Dhaka.",ISLAMIINS,https://dsebd.org/displayCompany.php?name=ISLAMIINS,880-2-55112831-33,,,,,+8801972884939,
Islamic Finance & Investment PLC.,"Impetus Center (3rd Floor), 242/B Tejgaon- Gulshan Link Road, Tejgaon I/A, Dhaka-1208",ISLAMICFIN,https://dsebd.org/displayCompany.php?name=ISLAMICFIN,88 02 226603270-9,,,,,,
Islami Bank Bangladesh PLC.,"Islami Bank Tower, 40, Dilkusha C/A, Dhaka - 1000, Share & Bond Division: 63, Dilkusha C/A, (5th Floor) Dhaka-1000",ISLAMIBANK,https://dsebd.org/displayCompany.php?name=ISLAMIBANK,PABX: +88 02 223 383 040,,+8801711435638,,,,
IPDC Finance PLC.,"Hosna Centre (4th Floor), 106, Gulshan Avenue, Dhaka-1212",IPDC,https://dsebd.org/displayCompany.php?name=IPDC,+880255068931-36 Ext-154,,,,,+8801713463307,
Intraco Refueling Station Limited,"H# 40, R# 09, Block# J, Progati sarani Baridhara, Dhaka 1212",INTRACO,https://dsebd.org/displayCompany.php?name=INTRACO,88-02-9881887,,,,,+8801975006060,
Intech Limited,"3/1 - E (2nd Floor), Bijoy Nagar, Purana Paltan,  Dhaka-1000.",INTECH,https://dsebd.org/displayCompany.php?name=INTECH,01322-894549-50,,,,,+8801322894545,
Index Agro Industries Limited,"XIC Point, Holding No. Kha-213/2, 213/3 and 213/5, Bir Uttam Rafiqul Islam Sarani, Middle Badda, Dhaka-1212.",INDEXAGRO,https://dsebd.org/displayCompany.php?name=INDEXAGRO,02-58817175,,,,,+8801844004026,
International Leasing & Financial Services Ltd.,"DR Tower (13th Floor), 65/2/2, Bir Protik Gazi Golam Dostogir Road, Purana Paltan, Dhaka-1000",ILFSL,https://dsebd.org/displayCompany.php?name=ILFSL,-9558761,,,,,+8801677552192,
IFIL Islamic Mutual Fund-1,"Green City Edge Building (4th floor) 89, Kakrail, Dhaka- 1000.",IFILISLMF1,https://dsebd.org/displayCompany.php?name=IFILISLMF1,1970973681,,,,,+8801970973654,
IFIC Bank 1st Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",IFIC1STMF,https://dsebd.org/displayCompany.php?name=IFIC1STMF,01302-399597,,,,,+8801711220988,
IFIC Bank PLC,"IFIC Tower, 61, Purana Paltan, Dhaka-1000",IFIC,https://dsebd.org/displayCompany.php?name=IFIC,09666716250 (Hunting)  Ext.234,,,,,+8801711082129,
IFAD Autos PLC.,"IFAD TOWER, Plot-7 (New), Tejgaon Industrial Area, Dhaka-1208",IFADAUTOS,https://dsebd.org/displayCompany.php?name=IFADAUTOS,1966670916,,+880296327537,+880296327612,,+8801966670915,
IDLC Finance PLC.,"Bay’s Galleria (1st Floor), 57 Gulshan Avenue, Dhaka 1212",IDLC,https://dsebd.org/displayCompany.php?name=IDLC,+880 (2) 883 4990 (Auto Hunting),,,,,+8801730374531,+88028834990
Islami Commercial Insurance Company Limited,"City Center, Level-16, 90/1, Motijheel C/A, Dhaka-1000.",ICICL,https://dsebd.org/displayCompany.php?name=ICICL,88-02-47113793-4,,,,,,
ICB AMCL Sonali Bank Limited 1st Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBSONALI1,https://dsebd.org/displayCompany.php?name=ICBSONALI1,1970973681,,,,,+8801970973654,
ICB Islamic Bank Limited,"T.K. Bhaban (15th Floor), 13 Kazi Nazrul Islam Avenue, Kawran Bazar, Dhaka -1215",ICBIBANK,https://dsebd.org/displayCompany.php?name=ICBIBANK,55012061-65,,,,,+8801847090781,
ICB Employees Provident MF 1: Scheme 1,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBEPMF1S1,https://dsebd.org/displayCompany.php?name=ICBEPMF1S1,1970973681,,,,,+8801970973654,
ICB AMCL Second Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBAMCL2ND,https://dsebd.org/displayCompany.php?name=ICBAMCL2ND,1970973681,,,,,+8801970973654,
ICB AMCL First Agrani Bank Mutual Fund,"Green City Edge (4th floor), 89, Kakrail, Dhaka- 1000.",ICBAGRANI1,https://dsebd.org/displayCompany.php?name=ICBAGRANI1,1970973681,,,,,+8801970973654,
ICB AMCL Third NRB Mutual Fund,"Green City Edge (4th floor), 89, Kakrail, Dhaka- 1000.",ICB3RDNRB,https://dsebd.org/displayCompany.php?name=ICB3RDNRB,1970973681,,,,,+8801970973654,
Investment Corporation Of Bangladesh,"8, Rajuk Avenue (Level 14-21), Dhaka-1000",ICB,https://dsebd.org/displayCompany.php?name=ICB,2223358158,,,,,+8801674904507,
Indo-Bangla Pharmaceuticals Limited,"Plot-183 (7th Floor), Block-B, Ahmed Akber Sobhan Road, Bashundhara R/A, Dhaka-1229.",IBP,https://dsebd.org/displayCompany.php?name=IBP,9678777995,,,,,+8801777685176,
The IBN SINA  Pharmaceutical Industry PLC,"Tanin Center, 3, Asad Gate, Mirpur Road, Mohammadpur, Dhaka-1207",IBNSINA,https://dsebd.org/displayCompany.php?name=IBNSINA,02-41022151-8,,,,,,
IBBL Mudaraba Perpetual Bond,"Head Office, Islami Bank Tower,40, Dilkusha Commercial Area, Dhaka-1000.",IBBLPBOND,https://dsebd.org/displayCompany.php?name=IBBLPBOND,9563040,,,,,,
IBBL 2nd Perpetual Mudaraba Bond,,IBBL2PBOND,https://dsebd.org/displayCompany.php?name=IBBL2PBOND,,,,,,,
Hwa Well Textiles (BD) PLC.,"Alamin Icon Center, Flat # A7, Level # 7, House No. # 57/4, Pragati Sarani, Kuril Bishwa Road, Dhaka-1212",HWAWELLTEX,https://dsebd.org/displayCompany.php?name=HWAWELLTEX,880-2-8412935,,,,,+8801841041441,
H.R.Textile Ltd.,"Pride Hamza (5th Floor), House# 54, Road# 1, Sector- 6, Uttara, Dhaka-1230",HRTEX,https://dsebd.org/displayCompany.php?name=HRTEX,1990409190,,,,,+8801990409011,
Hamid Fabrics PLC,"Hamid Tower (6th floor), 24 Gulshan C/A, Circle - 2, Dhaka 1212.",HFL,https://dsebd.org/displayCompany.php?name=HFL,8802-883 45 64-65,,,,,+8801755630983,
